"=== NODES (Phase 0, unchanged) ==="
Node_ID,Node_Type,Name,Type_or_Structural_Type,Domain,Status,Notes
OBJ-001,MATH_OBJECT,Finite simple graph,graph object / combinatorial structure,discrete combinatorics,ADMITTED,
OBJ-002,MATH_OBJECT,Bipartite graph,graph object,discrete combinatorics,ADMITTED (isolated -- no downstream use found),
OBJ-003,MATH_OBJECT,"Adjacency matrix, degree matrix",matrix / linear operator (finite-dim),linear algebra,CALCULATED,
OBJ-004,MATH_OBJECT,Oriented incidence matrix / discrete exterior derivative (0-cochains to 1-cochains),"linear operator (rectangular, not generally invertible)",algebraic/spectral graph theory,CALCULATED,
OBJ-005,MATH_OBJECT,Graph Laplacian,"operator (self-adjoint, PSD)",spectral graph theory / functional analysis,CALCULATED,
OBJ-006,MATH_OBJECT,Spectral decomposition (eigenvalue/eigenvector pairs) of a self-adjoint operator,spectrum (set of eigenvalue/eigenspace pairs),functional analysis,CALCULATED,
OBJ-007,MATH_OBJECT,One-parameter strongly-continuous self-adjoint contraction semigroup (heat semigroup),operator semigroup (self-adjoint contraction),functional analysis / semigroup theory,CALCULATED,
OBJ-008,MATH_OBJECT,Orthogonal spectral projector onto the null space (kernel) of a self-adjoint operator,operator (orthogonal projector),functional analysis,CALCULATED,
OBJ-009,MATH_OBJECT,"Graph automorphism group, represented as permutation matrices","group (finite, represented as orthogonal matrices)",group theory / algebraic graph theory,CALCULATED,
OBJ-010,MATH_OBJECT,First-order self-adjoint operator (candidate discrete Dirac operator),"operator (self-adjoint, first-order)",noncommutative geometry / spectral triples,CANDIDATE (source itself flags partial rejection of naive versions),
OBJ-011,MATH_OBJECT,"Symmetric positive-definite (0,2) tensor (candidate Riemannian metric)",tensor field,Riemannian geometry,"ADMITTED (CALCULATED per source, scoped)",
OBJ-012,MATH_OBJECT,"Levi-Civita connection, Riemann tensor, Ricci tensor, Ricci scalar, Einstein tensor",tensor fields (standard differential geometry),differential geometry / general relativity,ADMITTED,
OBJ-013,MATH_OBJECT,Simplicial/chain-complex boundary operator satisfying d^2=0,linear map between different graded vector spaces (NOT an endomorphism),algebraic topology / homological algebra,"CALCULATED (its own defining property holds); TYPE MISMATCH FALSIFIED against a second, incompatible required role",
OBJ-014,MATH_OBJECT,Real-valued functional on trajectories (candidate action functional),functional (variational),calculus of variations,ADMITTED,
OBJ-015,MATH_OBJECT,Einstein-Hilbert action,"functional (variational, diffeomorphism-invariant)",general relativity / calculus of variations,ADMITTED,
OBJ-016,MATH_OBJECT,"Principal-bundle connection 1-form, curvature 2-form, covariant derivative",connection / curvature (standard gauge theory),differential geometry / gauge theory,ADMITTED,
OBJ-017,MATH_OBJECT,Compact Lie group (direct product),Lie group,representation theory / particle physics,ADMITTED (source claims CERTIFIED); generation count component explicitly OPEN,
OBJ-018,MATH_OBJECT,Complex Hilbert space,Hilbert space,functional analysis / quantum mechanics,ADMITTED,
OBJ-019,MATH_OBJECT,Unitary one-parameter group generated by a self-adjoint operator (quantum dynamics),one-parameter unitary group,quantum mechanics,"ADMITTED (source claims CERTIFIED); explicitly NOT the same object as OBJ-007, clarified in this repository",
OBJ-020,MATH_OBJECT,Probability measure derived from a quantum state (postulate in standard QM),probability measure,quantum mechanics / measure theory,OPEN,
OBJ-021,MATH_OBJECT,Boltzmann entropy (log of microstate count),scalar functional of a probability/counting measure,statistical mechanics,ADMITTED,
OBJ-022,MATH_OBJECT,"Proposed functional in [0,1] characterizing a system's degree of persistence","functional (proposed, not yet constructed)",proposed unification of thermodynamics and spectral graph theory,OPEN,
OBJ-023,MATH_OBJECT,Rank-nullity relation for a graph Laplacian (linear algebra identity),linear-algebra identity (theorem),linear algebra / spectral graph theory,CALCULATED,
OBJ-024,MATH_OBJECT,Trace of the complementary projector (a scalar spectral invariant),scalar (trace of an operator),linear algebra,CALCULATED,
OBJ-025,MATH_OBJECT,Scale-dependent rescaling of the spectrum under an assumed cosmological scale factor a(t),ODE for a spectral quantity coupled to an assumed external geometric input (a(t)),proposed spectral cosmology,ADMITTED (CANDIDATE coupling rule -- the postulated a^-2 scaling is not itself derived from L),
OBJ-026,MATH_OBJECT,"Friedmann-equation-type relation (standard GR/cosmology, external)",ODE / algebraic relation (standard FLRW cosmology),general relativity / cosmology,"ADMITTED (standard equation is EXTERNAL/textbook; the spectral-to-rho_vac bridge is a UOC claim, not independently verified)",
OBJ-027,MATH_OBJECT,Proposed dimensionless cutoff/normalization ratio connecting spectral cutoff to horizon thermodynamics,proposed normalization constant / ratio,proposed spectral horizon thermodynamics,OPEN,
OBJ-028,MATH_OBJECT,"Dimensionful physical constants (fundamental, per current physics)",dimensionful scalar constants,physics (measured),CANDIDATE (all entries; none derived),
OBJ-029,MATH_OBJECT,Dimensionless coupling ratio (fine-structure constant),derived dimensionless ratio,physics,ADMITTED (arithmetic identity); underlying inputs CANDIDATE,
OBJ-030,MATH_OBJECT,Covariant functor between a category of graphs and a category of fields on manifolds,functor (category theory),"category theory / geometric analysis (Mosco convergence, Gromov-Hausdorff, Trotter-Kato)",ADMITTED (source claims CERTIFIED); CANONICITY DISPUTED between sources,
OBJ-031,MATH_OBJECT,"Bekenstein-Hawking black-hole entropy formula (standard, external)","scalar formula (external, admitted)",black hole thermodynamics,"ADMITTED (external, well-established)",
OBJ-032,MATH_OBJECT,Hamiltonian formulation of classical mechanics (state space + Hamiltonian + Poisson structure),symplectic manifold + Hamiltonian dynamics,classical mechanics,ADMITTED,
OBJ-033,MATH_OBJECT,A 21-tier sequence of increasingly structured mathematical objects (set -> metric space -> partition -> subset -> boundary -> point -> relation -> derivative coupling -> map -> constraint set -> variational selection -> graph -> correlation -> convolution -> feedback loop -> gradient flow -> emergent quotient -> nested projection -> trajectory -> partial trace -> fixed point),graded sequence of distinct mathematical object types (NOT a single object),cross-cutting (this is itself a candidate for 'recurring structure' -- see Phase 4),"ADMITTED (taxonomy only, not a proof chain); two competing formal definitions of 'Persistence' within this single source, unreconciled",
OBJ-GAP-001,MATH_OBJECT,GAP: no independent Lagrangian mechanics / Poisson-algebra construction,GAP MARKER,classical mechanics,OPEN (absence),
OBJ-GAP-002,MATH_OBJECT,"GAP: no dark matter, dark energy (beyond Lambda), or inflation construction",GAP MARKER,cosmology,OPEN (absence),
OBJ-GAP-003,MATH_OBJECT,GAP: no independent quantum-gravity bridge construction beyond the proposed spectral/NCG route,GAP MARKER,quantum gravity,"OPEN (single candidate route only, itself partially rejected by its own source)",
CAND-PRIM-001,CANDIDATE_PRIMITIVE,Self-adjoint linear operator (+ spectral theorem),candidate structure type,spectral graph theory / quantum mechanics / NCG,UNRESOLVED (Phase 4 not yet run),
CAND-PRIM-002,CANDIDATE_PRIMITIVE,One-parameter operator semigroup/group generated by a self-adjoint operator,candidate structure type,statistical mechanics / thermodynamics / quantum mechanics,UNRESOLVED,
CAND-PRIM-003,CANDIDATE_PRIMITIVE,Idempotent projector (P^2=P),candidate structure type,spectral graph theory / quantum mechanics,UNRESOLVED,
CAND-PRIM-004,CANDIDATE_PRIMITIVE,Kernel / fixed-point subspace of an operator or map,candidate structure type,spectral graph theory / renormalization-group-style universality / organizational dynamics,UNRESOLVED,
CAND-PRIM-005,CANDIDATE_PRIMITIVE,Spectral decomposition / eigenbasis (spectral theorem for self-adjoint operators),candidate structure type,"functional analysis (cross-cutting: spectral graph theory, QM, NCG)",UNRESOLVED,
CAND-PRIM-006,CANDIDATE_PRIMITIVE,Connection + curvature pair on a fiber/tangent bundle,candidate structure type,general relativity / gauge theory,UNRESOLVED,
CAND-PRIM-007,CANDIDATE_PRIMITIVE,Variational/action functional + stationarity (Euler-Lagrange) principle,candidate structure type,organizational dynamics (proposed) / general relativity / classical mechanics,UNRESOLVED,
CAND-PRIM-008,CANDIDATE_PRIMITIVE,Boundary/incidence operator satisfying d o d = 0,candidate structure type,algebraic topology / algebraic graph theory,UNRESOLVED,
CAND-PRIM-009,CANDIDATE_PRIMITIVE,Group action / symmetry (finite or continuous),candidate structure type,algebraic graph theory / particle physics / gauge theory,UNRESOLVED,
CAND-PRIM-010,CANDIDATE_PRIMITIVE,Probability measure derived from a state,candidate structure type,quantum mechanics / statistical mechanics,UNRESOLVED,
CAND-PRIM-011,CANDIDATE_PRIMITIVE,Functor between structured categories (category theory),candidate structure type,category theory / geometric analysis,UNRESOLVED,
CAND-PRIM-012,CANDIDATE_PRIMITIVE,UOC's own proposed grammar {Delta,candidate structure type,kappa,Pi} as a SINGLE compound primitive (for comparison only),
KERNEL-CAND-001,CANDIDATE_KERNEL,Self-adjoint operator + spectral theorem (CAND-PRIM-001 + CAND-PRIM-005),operator-algebraic (linear algebra / functional analysis),,CANDIDATE (untested),
KERNEL-CAND-002,CANDIDATE_KERNEL,"Graph/combinatorial substrate + incidence structure (CAND-PRIM-008 restricted to Inc, not the type-inconsistent Delta reading)",combinatorial + algebraic,,CANDIDATE (untested),
KERNEL-CAND-003,CANDIDATE_KERNEL,Variational/action functional + stationarity principle (CAND-PRIM-007),variational calculus,,CANDIDATE (untested),
KERNEL-CAND-004,CANDIDATE_KERNEL,Category-theoretic functor between structured categories (CAND-PRIM-011),category theory,,CANDIDATE (untested),
KERNEL-CAND-005,CANDIDATE_KERNEL,"UOC's own proposed grammar Gamma=kappa.tau.Delta (for comparison only, NOT assumed correct)",compositional / organizational-abstract (project-proposed),,CANDIDATE (untested),
KERNEL-CAND-006,CANDIDATE_KERNEL,No common kernel exists; the corpus supports MULTIPLE IRREDUCIBLY DIFFERENT generative structures,N/A,,CANDIDATE (untested),

"=== NODES (Phase 1, new) ==="
Node_ID,Type,Domain,Independent_Status,Provenance_Tag
IOBJ-A-001,PHASE1_RESULT,A_spectral,CALCULATED,PHASE-1-EXEC-2026-08-17
IOBJ-B-001,PHASE1_RESULT,B_continuum,CALCULATED,PHASE-1-EXEC-2026-08-17
IOBJ-C-001,PHASE1_RESULT,C_heat_kernel,CALCULATED,PHASE-1-EXEC-2026-08-17
IOBJ-D-001,PHASE1_RESULT,D_distance,CALCULATED,PHASE-1-EXEC-2026-08-17
IOBJ-E-001,PHASE1_RESULT,E_metric,CALCULATED,PHASE-1-EXEC-2026-08-17
IOBJ-FGH-001,PHASE1_RESULT,H_einstein,"OPEN (smooth chain) / CALCULATED (Ollivier-Ricci, alt. construction)",PHASE-1-EXEC-2026-08-17
IOBJ-IJ-001,PHASE1_RESULT,I_variational,DERIVED,PHASE-1-EXEC-2026-08-17
IOBJ-K-001,PHASE1_RESULT,K_maxwell,DERIVED,PHASE-1-EXEC-2026-08-17
IOBJ-L-001,PHASE1_RESULT,L_gauge,CONDITIONAL,PHASE-1-EXEC-2026-08-17
IOBJ-M-001,PHASE1_RESULT,M_quantum,CALCULATED (formal distinction) / CANDIDATE (physical correspondence),PHASE-1-EXEC-2026-08-17
IOBJ-N-001,PHASE1_RESULT,N_thermodynamics,CALCULATED,PHASE-1-EXEC-2026-08-17
IOBJ-O-001,PHASE1_RESULT,O_gravity,DERIVED,PHASE-1-EXEC-2026-08-17
IOBJ-P-001,PHASE1_RESULT,P_cosmology,CALCULATED,PHASE-1-EXEC-2026-08-17

"=== EDGES (Phase 0, unchanged) ==="
Parent,Child,Edge_Type,Relation
OBJ-001,OBJ-003,OBJECT_DEPENDENCY,mathematical prerequisite (built FROM parent)
OBJ-001,OBJ-004,OBJECT_DEPENDENCY,mathematical prerequisite (built FROM parent)
OBJ-003,OBJ-005,OBJECT_DEPENDENCY,mathematical prerequisite (built FROM parent)
OBJ-004,OBJ-005,OBJECT_DEPENDENCY,mathematical prerequisite (built FROM parent)
OBJ-005,OBJ-006,OBJECT_DEPENDENCY,mathematical prerequisite (built FROM parent)
OBJ-005,OBJ-007,OBJECT_DEPENDENCY,mathematical prerequisite (built FROM parent)
OBJ-006,OBJ-007,OBJECT_DEPENDENCY,mathematical prerequisite (built FROM parent)
OBJ-005,OBJ-008,OBJECT_DEPENDENCY,mathematical prerequisite (built FROM parent)
OBJ-006,OBJ-008,OBJECT_DEPENDENCY,mathematical prerequisite (built FROM parent)
OBJ-007,OBJ-008,OBJECT_DEPENDENCY,mathematical prerequisite (built FROM parent)
OBJ-001,OBJ-009,OBJECT_DEPENDENCY,mathematical prerequisite (built FROM parent)
OBJ-003,OBJ-009,OBJECT_DEPENDENCY,mathematical prerequisite (built FROM parent)
OBJ-005,OBJ-010,OBJECT_DEPENDENCY,mathematical prerequisite (built FROM parent)
OBJ-005,OBJ-011,OBJECT_DEPENDENCY,mathematical prerequisite (built FROM parent)
OBJ-006,OBJ-011,OBJECT_DEPENDENCY,mathematical prerequisite (built FROM parent)
OBJ-007,OBJ-011,OBJECT_DEPENDENCY,mathematical prerequisite (built FROM parent)
OBJ-011,OBJ-012,OBJECT_DEPENDENCY,mathematical prerequisite (built FROM parent)
OBJ-001,OBJ-013,OBJECT_DEPENDENCY,mathematical prerequisite (built FROM parent)
OBJ-011,OBJ-014,OBJECT_DEPENDENCY,mathematical prerequisite (built FROM parent)
OBJ-006,OBJ-014,OBJECT_DEPENDENCY,mathematical prerequisite (built FROM parent)
OBJ-012,OBJ-015,OBJECT_DEPENDENCY,mathematical prerequisite (built FROM parent)
OBJ-005,OBJ-016,OBJECT_DEPENDENCY,mathematical prerequisite (built FROM parent)
OBJ-009,OBJ-017,OBJECT_DEPENDENCY,mathematical prerequisite (built FROM parent)
OBJ-006,OBJ-018,OBJECT_DEPENDENCY,mathematical prerequisite (built FROM parent)
OBJ-005,OBJ-019,OBJECT_DEPENDENCY,mathematical prerequisite (built FROM parent)
OBJ-018,OBJ-019,OBJECT_DEPENDENCY,mathematical prerequisite (built FROM parent)
OBJ-018,OBJ-020,OBJECT_DEPENDENCY,mathematical prerequisite (built FROM parent)
OBJ-019,OBJ-020,OBJECT_DEPENDENCY,mathematical prerequisite (built FROM parent)
OBJ-006,OBJ-022,OBJECT_DEPENDENCY,mathematical prerequisite (built FROM parent)
OBJ-021,OBJ-022,OBJECT_DEPENDENCY,mathematical prerequisite (built FROM parent)
OBJ-005,OBJ-023,OBJECT_DEPENDENCY,mathematical prerequisite (built FROM parent)
OBJ-008,OBJ-024,OBJECT_DEPENDENCY,mathematical prerequisite (built FROM parent)
OBJ-023,OBJ-024,OBJECT_DEPENDENCY,mathematical prerequisite (built FROM parent)
OBJ-005,OBJ-025,OBJECT_DEPENDENCY,mathematical prerequisite (built FROM parent)
OBJ-006,OBJ-025,OBJECT_DEPENDENCY,mathematical prerequisite (built FROM parent)
OBJ-008,OBJ-027,OBJECT_DEPENDENCY,mathematical prerequisite (built FROM parent)
OBJ-011,OBJ-027,OBJECT_DEPENDENCY,mathematical prerequisite (built FROM parent)
OBJ-005,OBJ-028,OBJECT_DEPENDENCY,mathematical prerequisite (built FROM parent)
OBJ-010,OBJ-028,OBJECT_DEPENDENCY,mathematical prerequisite (built FROM parent)
OBJ-028,OBJ-029,OBJECT_DEPENDENCY,mathematical prerequisite (built FROM parent)
OBJ-011,OBJ-030,OBJECT_DEPENDENCY,mathematical prerequisite (built FROM parent)
OBJ-014,OBJ-032,OBJECT_DEPENDENCY,mathematical prerequisite (built FROM parent)
OBJ-010,OBJ-GAP-003,OBJECT_DEPENDENCY,mathematical prerequisite (built FROM parent)
OBJ-011,OBJ-GAP-003,OBJECT_DEPENDENCY,mathematical prerequisite (built FROM parent)
OBJ-018,OBJ-GAP-003,OBJECT_DEPENDENCY,mathematical prerequisite (built FROM parent)
OBJ-005,CAND-PRIM-001,INSTANTIATES,object is a concrete instance of this candidate recurring structure
OBJ-019,CAND-PRIM-001,INSTANTIATES,object is a concrete instance of this candidate recurring structure
OBJ-010,CAND-PRIM-001,INSTANTIATES,object is a concrete instance of this candidate recurring structure
OBJ-007,CAND-PRIM-002,INSTANTIATES,object is a concrete instance of this candidate recurring structure
OBJ-019,CAND-PRIM-002,INSTANTIATES,object is a concrete instance of this candidate recurring structure
OBJ-020,CAND-PRIM-003,INSTANTIATES,object is a concrete instance of this candidate recurring structure
OBJ-008,CAND-PRIM-003,INSTANTIATES,object is a concrete instance of this candidate recurring structure
OBJ-033,CAND-PRIM-004,INSTANTIATES,object is a concrete instance of this candidate recurring structure
OBJ-008,CAND-PRIM-004,INSTANTIATES,object is a concrete instance of this candidate recurring structure
OBJ-006,CAND-PRIM-005,INSTANTIATES,object is a concrete instance of this candidate recurring structure
OBJ-016,CAND-PRIM-006,INSTANTIATES,object is a concrete instance of this candidate recurring structure
OBJ-012,CAND-PRIM-006,INSTANTIATES,object is a concrete instance of this candidate recurring structure
OBJ-032,CAND-PRIM-007,INSTANTIATES,object is a concrete instance of this candidate recurring structure
OBJ-015,CAND-PRIM-007,INSTANTIATES,object is a concrete instance of this candidate recurring structure
OBJ-014,CAND-PRIM-007,INSTANTIATES,object is a concrete instance of this candidate recurring structure
OBJ-013,CAND-PRIM-008,INSTANTIATES,object is a concrete instance of this candidate recurring structure
OBJ-004,CAND-PRIM-008,INSTANTIATES,object is a concrete instance of this candidate recurring structure
OBJ-017,CAND-PRIM-009,INSTANTIATES,object is a concrete instance of this candidate recurring structure
OBJ-009,CAND-PRIM-009,INSTANTIATES,object is a concrete instance of this candidate recurring structure
OBJ-021,CAND-PRIM-010,INSTANTIATES,object is a concrete instance of this candidate recurring structure
OBJ-020,CAND-PRIM-010,INSTANTIATES,object is a concrete instance of this candidate recurring structure
OBJ-030,CAND-PRIM-011,INSTANTIATES,object is a concrete instance of this candidate recurring structure
OBJ-005,KERNEL-CAND-001,SUPPORTS,object cited as supporting evidence for this candidate kernel
CAND-PRIM-001,KERNEL-CAND-001,COMPOSED_OF,kernel candidate built from this candidate primitive
CAND-PRIM-005,KERNEL-CAND-001,COMPOSED_OF,kernel candidate built from this candidate primitive
OBJ-001,KERNEL-CAND-002,SUPPORTS,object cited as supporting evidence for this candidate kernel
CAND-PRIM-008,KERNEL-CAND-002,COMPOSED_OF,kernel candidate built from this candidate primitive
OBJ-014,KERNEL-CAND-003,SUPPORTS,object cited as supporting evidence for this candidate kernel
CAND-PRIM-007,KERNEL-CAND-003,COMPOSED_OF,kernel candidate built from this candidate primitive
OBJ-030,KERNEL-CAND-004,SUPPORTS,object cited as supporting evidence for this candidate kernel
CAND-PRIM-011,KERNEL-CAND-004,COMPOSED_OF,kernel candidate built from this candidate primitive
OBJ-013,KERNEL-CAND-005,SUPPORTS,object cited as supporting evidence for this candidate kernel
OBJ-008,KERNEL-CAND-005,SUPPORTS,object cited as supporting evidence for this candidate kernel

"=== EDGES (Phase 1, new) ==="
Parent,Child,Edge_Type
OBJ-005,IOBJ-A-001,PHASE1_DEPENDENCY
OBJ-006,IOBJ-A-001,PHASE1_DEPENDENCY
OBJ-007,IOBJ-A-001,PHASE1_DEPENDENCY
OBJ-008,IOBJ-A-001,PHASE1_DEPENDENCY
OBJ-011,IOBJ-B-001,PHASE1_DEPENDENCY
IOBJ-B-001,IOBJ-C-001,PHASE1_DEPENDENCY
IOBJ-A-001,IOBJ-D-001,PHASE1_DEPENDENCY
IOBJ-D-001,IOBJ-E-001,PHASE1_DEPENDENCY
IOBJ-E-001,IOBJ-FGH-001,PHASE1_DEPENDENCY
IOBJ-K-001,IOBJ-L-001,PHASE1_DEPENDENCY
IOBJ-A-001,IOBJ-M-001,PHASE1_DEPENDENCY
IOBJ-M-001,IOBJ-N-001,PHASE1_DEPENDENCY
IOBJ-C-001,IOBJ-P-001,PHASE1_DEPENDENCY
IOBJ-O-001,IOBJ-P-001,PHASE1_DEPENDENCY
